name,type,level,recipe
Baffeur de Guerre,Objet d'élevage,195,"['Concombre', 'Carapace Rouge', 'Griffe de Robionicle', 'Poil de Renarbo', 'Sépale de Nerbe', 'Masque de la Violence', 'Queue de Scordion Bleu', 'Essence de Guerre']"
Dragofesse de la Reine Amirukam,Objet d'élevage,195,"['Bombe de Graboule', 'Poil de Vétauran', 'Cuir de Gliglibido', 'Étoffe de Dok Alako', 'Pince de Crustorail', 'Moustaches de Tiwabbit', 'Peau de Trémorse', 'Essence de la Reine Amirukam']"
Foudroyeur de Servitude,Objet d'élevage,195,"['Cuir du Cochon de Lait', 'Plume de Crowneille', 'Épaulière de Bwork', 'Poil de Troolléolé', 'Poil de Smilomouth', 'Œil de Sapeur', ""Écailles d'Ouroboulos"", 'Essence de Servitude']"
Baffeur du Roi Imagami,Objet d'élevage,195,"['Coque Endommagée', 'Carapace Verte', 'Poils de Founamboul', 'Poil de Renarbo', 'Carpelle de Brouture', 'Masque de la Vengeance', ""Écailles d'Ouroboulos"", 'Essence du Roi Imagami']"
Abreuvoir de Missiz Frizz,Objet d'élevage,195,"['Bout de Blop Coco', 'Écaille de Dragoss Calcaire', 'Bourse Suspecte', 'Houpette de Koalak Sanguin', 'Plumeau de Tofuzmo', 'Conque Marine', 'Bandeau troué de Feu', 'Essence de Missiz Frizz']"
Foudroyeur de Klime,Objet d'élevage,195,"['Poils de Croc Gland', 'Trident Cassé', 'Crinière de Troollaraj', 'Feuille de Tikoko', 'Oreille percée du Fricochère', 'Œil de Sapeur', 'Essence de Klime', ""Écailles d'Ouroboulos""]"
Baffeur de Sylargh,Objet d'élevage,195,"['Concombre', 'Chaîne de Robot Fléau', 'Carapace Verte', 'Poil de Renarbo', 'Étamine de Floribonde', 'Essence de Sylargh', 'Masque de la Vengeance', 'Œil de Léolhyène']"
Mangeoire de Sylargh,Objet d'élevage,195,"['Queue du Mulou', 'Tissu Pourpre', 'Slip de Bwork Archer', ""Souche de l'Abrakleur clair"", 'Pince de Crabe Hijacob', 'Essence de Sylargh', 'Lamelle de Champa Vert', 'Bave de Brokouillon']"
Foudroyeur du Protozorreur,Objet d'élevage,195,"['Œuf de Dragoeuf Ardoise', 'Graine de Scorbute', 'Cuir de Porkass', 'Oreille de Kaniglou', 'Péroné du Marôdeur', 'Essence du Protozorreur', 'Lamelle de Champa Vert', 'Gratrooll']"
Baffeur de Vortex,Objet d'élevage,195,"['Coque Endommagée', 'Carapace Rouge', 'Tête de lance de Fangshu', 'Plume de Corbac Apprivoisé', 'Sépale de Nerbe', 'Masque de la Vivacité', 'Essence de Vortex', ""Écailles d'Ouroboulos""]"
Abreuvoir de Bethel Akarna,Objet d'élevage,195,"['Bout de Blop Griotte', 'Peau de Maître Koalak', 'Peau de Draguaindrop', 'Nageoire de Compétition', 'Bec de Vilain Petit Tofu', 'Graine de la Discorde', 'Bandeau troué de Terre', 'Essence de Bethel Akarna']"
Caresseur de Tal Kasha,Objet d'élevage,195,"['Noisette', 'Dent de Larve Champêtre', 'Trukikol Mort', 'Antenne de Gloursaya', 'Miroir de Dopeul', ""Glande d'Arak-haï"", 'Moustaches de Cactoblongo', 'Essence de Tal Kasha']"
Abreuvoir de Merkator,Objet d'élevage,195,"['Bout de Blop Indigo', 'Écaille de Dragoss Argile', 'Poils de Guerrier Koalak', 'Cendres de Tofutoflamme', 'Crème à bronzer', ""Bandeau troué d'Air"", 'Chaînes Brisées', 'Essence de Merkator']"
Foudroyeur du Comte Harebourg,Objet d'élevage,195,"['Cuir de Porkass', 'Oreilles de Croc Gland', 'Poil de Troolléolé', ""Queue d'Écumouth"", 'Oreille de Gobosteur', 'Pierre Médicinale', 'Essence du Comte Harebourg', 'Lamelle de Champa Vert']"
Baffeur de Nileza,Objet d'élevage,195,"['Patte de Corbac', 'Concombre', 'Carapace Bleue', 'Griffe de Robionicle', 'Calice de Fécorce', 'Essence de Nileza', 'Masque du Vide', 'Queue de Fennex']"
Dragofesse de Klime,Objet d'élevage,195,"['Bourgeon de Pirolienne', 'Poil de Gliglitch', 'Ongle de Kanigrou', 'Poils de Koalak Griotte', 'Bulbe Kouraçao', 'Branche de Tiwabbit Kiafin', 'Essence de Klime', 'Langue de Morsquale']"
Caresseur de Merkator,Objet d'élevage,195,"['Pic du Prespic', 'Aile de Bourdard', 'Fleur de Gloutovore', 'Queue de Meliglours', 'Papier Charbon', 'Essence de Merkator', ""Glande d'Arak-haï"", 'String de Pampactus']"
Mangeoire du Comte Harebourg,Objet d'élevage,195,"['Noix de Cajou', 'Canine de Mergranlou', 'Oreille de Médibwork', 'Cloaque du Poolay', 'Plume de Gélikan', 'Essence du Comte Harebourg', 'Lamelle de Champa Bleu', 'Queue de Chevrotine']"
Abreuvoir de Meno,Objet d'élevage,195,"['Bout de Blop Reinette', 'Peau de Dragueuse', 'Sceau Royal Contrefait', 'Serviette de Plage', 'Couche usagée de Warko Violet', 'Plume de Tofubine', ""Bandeau troué d'Eau"", 'Essence de Meno']"
Foudroyeur de Dazak Martegel,Objet d'élevage,195,"['Fruit de Palme', 'Cuir du Cochon de Lait', 'Plume de Crowneille', 'Poil de Smilomouth', ""Peau d'Ouilleur"", 'Boulon Wabbit', 'Gratrooll', 'Essence de Dazak Martegel']"
Dragofesse d'Ilyzaelle,Objet d'élevage,195,"['Champignon', 'Bombe de Graboule', 'Cuir de Gliglibido', 'Poils de Koalak Coco', 'Bulbe Passaoh', 'Os de Wabbit Squelette', 'Patte de Masticroc', ""Essence d'Ilyzaelle""]"
Abreuvoir de Kabahal,Objet d'élevage,195,"['Œuf de Dragoeuf Charbon', 'Bout de Blop Indigo', 'Tibia de Koalak Fossoyeur', 'Sceau Royal Contrefait', 'Patte de Tofu Dodu', 'Conque Marine', ""Bandeau troué d'Eau"", 'Essence de Kabahal']"
Mangeoire de Belladone,Objet d'élevage,195,"['Noix de Cajou', 'Sourcil de Barbétoal', 'Pince de Crabe Yoloniste', 'Spalière de Krâradia', 'Langue de Diabélial', 'Liane de Soldalia', 'Fleur des protecteurs', 'Essence de Belladone']"
Dragofesse de Missiz Frizz,Objet d'élevage,195,"['Roue de Tivelo', 'Poil de Gliglitch', 'Oreille de Foufayteur', 'Étoffe de Dok Alako', 'Coccyx du Corailleur', 'Patte de Black Wabbit', 'Essence de Missiz Frizz', 'Dent de Cycloporth']"
Caresseur de Nileza,Objet d'élevage,195,"['Défense du Sanglier', 'Souris verte', 'Feuille de Fourbasse', 'Poils de Boulglours', 'Miroir de Dopeul', 'Essence de Nileza', ""Glande d'Arak-haï"", 'Parchemin de Cactana']"
Caresseur de la Reine des Voleurs,Objet d'élevage,195,"['Groin de Sanglier', 'Peau de serpentin', 'Plume de Dostrogo', 'Cuir de Glouragan', 'Papier Charbon', 'Essence de la Reine des Voleurs', ""Glande d'Arak-haï"", 'Fleur de Cactiflore']"
Mangeoire du Chalœil,Objet d'élevage,195,"['Poils de Mulounoké', 'Épaulière de Bwork', 'Peau de Krambwork', 'Rembourrage de Meupette', 'Poil de Chachachovage', 'Lamelle de Champa Marron', 'Essence du Chalœil', 'Os de Nemroz']"
Foudroyeur de Larve de Koutoulou,Objet d'élevage,195,"['Œuf de Dragoeuf Ardoise', 'Moustache de Kolérat', 'Trident Cassé', 'Épaulière de Bwork', ""Queue d'Écumouth"", 'Bois de Gobus', 'Gâtrool', 'Essence de la Larve de Koutoulou']"
Caresseur de Torkélonia,Objet d'élevage,195,"['Poils du Milimulou', 'Fleur de Gloutovore', 'Dent de Larve Champêtre', 'Queue de Meliglours', 'Miroir de Dopeul', ""Glande d'Arak-haï"", 'Fleur de Cactiflore', 'Essence de Torkélonia']"
Caresseur de l'Éternel Conflit,Objet d'élevage,195,"['Pic du Prespic', 'Aile de Bourdard', 'Feuille de Fourbasse', ""Oreille d'Apériglours"", 'Papier Charbon', ""Glande d'Arak-haï"", 'Fleur de Cactiflore', ""Essence de l'Éternel Conflit""]"
Mangeoire de Misère,Objet d'élevage,195,"['Poils de Barbe du Bwork Mage', 'Œil de Cocholou', 'Peau de Krambwork', ""Souche de l'Abrakleur clair"", 'Plume de Gélikan', 'Lamelle de Champa Vert', 'Os de Nemroz', 'Essence de Misère']"
Abreuvoir de Corruption,Objet d'élevage,195,"['Bout de Blop Reinette', 'Peau de Maître Koalak', 'Écaille de Dragoss Argile', 'Plumeau de Tofuzmo', 'Conque Marine', 'Graine de la Discorde', ""Bandeau troué d'Eau"", 'Essence de Corruption']"
Brioche Dorée,Pain,190,"['Oignon', 'Belladone', 'Millet']"
Andouillette de Gibier,Viande comestible,190,"['Résine', 'Maïs', 'Viande Noire']"
Potion Raide Rêve,Potion,190,"['Citron', 'Mandragore', 'Maïs']"
Espadon Quichotte Poêlé,Poisson comestible,190,"['Aubergine', 'Belladone', 'Espadon Quichotte']"
Bûche de Bambou Sacré,Friandise,190,"['Levure de Boulanger', 'Maïs', 'Sève de Bambou Sacré']"
Espadon Poêlé,Poisson comestible,190,"['Aubergine', 'Belladone', 'Espadon']"
Espadon Poêlé,Poisson comestible,190,"['Aubergine', 'Belladone', 'Espadon']"
Cafra magistrale,Ressources obsolètes,188,[]
Dragofesse d'Ombre,Objet d'élevage,185,"['Champignon', 'Bombe de Graboule', 'Poil de Gliglitch', 'Poils de Koalak Griotte', 'Bulbe Morito', 'Patte de Black Wabbit', ""Essence d'Ombre"", 'Dent de Cycloporth']"
Caresseur de Barbéryl Clochecuivre,Objet d'élevage,185,"['Plume du Mansot Royal', 'Lamelle de Mérulette', 'Manubrium de Wolvero', 'Masque du Vide', 'Os de Nemroz', 'Poils de barbe de Marteau-Aigri', 'Armure de Blindur', 'Essence de Barbéryl Clochecuivre']"
Dragofesse de Grolloum,Objet d'élevage,185,"['Bourgeon de Pirolienne', 'Poil de Vétauran', 'Défense de Gliglicérin', 'Poils de Koalak Reinette', 'Coccyx du Corailleur', 'Os de Wabbit Squelette', 'Essence de Grolloum', 'Patte de Masticroc']"
Fiole de Chichala,Potion,185,"[""Patte d'Arakne"", 'Œuf de Tofu', 'Sauge', 'Edelweiss', 'Bave de Rose Démoniaque', 'Fleur de Kaliptus', 'Sceau Royal Contrefait', 'Poils de Kerubim']"
Foudroyeur du Kolosso,Objet d'élevage,185,"['Cuir du Cochon de Lait', 'Plume de Crowneille', 'Feuille de Tikoko', 'Oreille de Kaniglou', 'Oreille de Gobosteur', 'Boulon Wabbit', 'Essence du Kolosso', 'Gâtrool']"
Caresseur de Fuji Givrefoux,Objet d'élevage,185,"['Groin de Sanglier', 'Dent de Larve Champêtre', 'Trukikol Mort', 'Cuir de Glouragan', 'Miroir de Dopeul', 'Essence de Fuji Givrefoux', ""Glande d'Arak-haï"", 'Moustaches de Cactoblongo']"
Abreuvoir de Fuji Givrefoux,Objet d'élevage,185,"['Bout de Blop Griotte', 'Écaille de Dragoss Calcaire', 'Sceau Royal Contrefait', 'Poils de Guerrier Koalak', 'Patte de Tofu Dodu', 'Crème à bronzer', ""Bandeau troué d'Eau"", 'Essence de Fuji Givrefoux']"
Abreuvoir du Glourséleste,Objet d'élevage,185,"['Bout de Blop Coco', 'Peau de Dragnarok', 'Serviette de Plage', 'Couche usagée de Warko Violet', 'Cendres de Tofutoflamme', 'Graine de la Discorde', 'Bandeau troué de Terre', 'Essence du Glourséleste']"
Foudroyeur de Grolloum,Objet d'élevage,185,"['Fruit de Palme', 'Graine de Scorbute', 'Trident Cassé', 'Poil de Troolléolé', ""Queue d'Écumouth"", ""Peau d'Ouilleur"", 'Essence de Grolloum', ""Écailles d'Ouroboulos""]"
Dragofesse du Glourséleste,Objet d'élevage,185,"['Roue de Tivelo', 'Étoffe de Gliglidoudur', 'Ongle de Kanigrou', 'Peau de Piralak', 'Bulbe Passaoh', 'Bandeau de Black Wabbit Squelette', 'Essence du Glourséleste', 'Patte de Masticroc']"
Mangeoire du Kolosso,Objet d'élevage,185,"['Noix de Cajou', 'Canine de Mergranlou', 'Botte trouée de Mégabwork', 'Bave du Kaskargo', 'Poil de Chachachovage', 'Furoncle de la Mama Bwork', 'Essence du Kolosso', 'Lamelle de Champa Rouge']"
Foudroyeur du Comte Razof,Objet d'élevage,185,"['Cuir du Cochon de Lait', 'Poils de Croc Gland', 'Poil de Smilomouth', 'Péroné du Marôdeur', 'Pierre Médicinale', 'Lamelle de Champa Vert', 'Gâtrool', 'Essence du Comte Razof']"
Zaihn magistrale,Ressources obsolètes,181,[]
Abreuvoir en Bambou Sacré,Objet d'élevage,180,"['Bout de Blop Reinette', 'Bois de Bambou Sacré', 'Peau de Dragueuse', 'Houpette de Koalak Sanguin', 'Bec de Vilain Petit Tofu', 'Conque Marine', 'Furoncle de la Mama Bwork', 'Chaînes Brisées']"
Mangeoire en Bambou Sacré,Objet d'élevage,180,"['Noix de Cajou', 'Œil de Cocholou', 'Bois de Bambou Sacré', 'Peau de Krambwork', 'Cloaque du Poolay', 'Étoffe de Rat Bougri', 'Boulon de Cybwork', 'Lamelle de Champa Vert']"
Boîte de fragments impressionnante,Boîte de fragments,180,[]
Quenelle Tijan Fortifiante,Viande comestible,180,"['Poudre Temporelle', 'Maïs', 'Bidoche Gâtée']"
Élixir uchronique majeur,Potion,180,"['Écorce du Chêne Mou', ""Potion d'altération"", 'Bave de Nessil', ""Fragment d'anomalie"", 'Élixir uchronique amélioré']"
Élixir uchronique majeur (lié),Potion,180,[]
Narkasseth Brumeuse,Coffre,180,[]
Narkofret Onirique,Coffre,180,[]
Narkofret Imaginaire,Coffre,180,[]
Narkofret Brumeux,Coffre,180,[]
Narkès Onirique,Coffre,180,[]
Mérydique,Ressources obsolètes,180,[]
Dragofesse en Cuir de Maho Givrefoux,Objet d'élevage,180,"['Poil de Vétauran', 'Poil de Gliglitch', 'Couteau de Roukouto', 'Poils de Koalak Coco', 'Coccyx du Corailleur', 'Cuir de Maho Givrefoux', 'Branche de Tiwabbit Kiafin', 'Dent de Cycloporth']"
Potion Revitalisante,Potion,180,"['Mesure de Poivre', 'Mandragore', 'Maïs']"
Fouée,Pain,180,"['Huile à frire', 'Belladone', 'Millet Zime']"
Tanche en Matelote,Poisson comestible,180,"['Dose de jus goûtu', 'Belladone', 'Tanche']"
Tanche Hantée en Matelote,Poisson comestible,180,"['Dose de jus goûtu', 'Belladone', 'Tanche Hantée']"
Nahuatl,Ressources obsolètes,180,[]
Coffre du Guerrier du K.O.,Coffre,180,[]
Baffeur en Bambou Sacré,Objet d'élevage,180,"['Chaîne de Robot Fléau', 'Carapace Rouge', 'Bois de Bambou Sacré', 'Étoffe de Kurookin', 'Poil de Renarbo', 'Étamine de Floribonde', 'Masque du Vide', 'Queue de Fennex']"
Exceptionnelle Potion de Percepteur,Potion de conquête,180,"['Fibre de Chanvre', 'Masque brisé', 'Oreille de Gobosteur', 'Bandeau troué de Terre', 'Pépite', ""Venin d'Éperfide"", 'Barbe de Seith', 'Pic de Pikténia']"
Essence de Sylvesprit,Potion,180,"['Eau calme', 'Lamelle de Dramanite', 'Volve de Fistulor', 'Volve de Fongeur', ""Écorce d'Abrazif"", 'Lamelle de Mérulette']"
Quenelle Tijan,Viande comestible,180,"['Poudre Temporelle', 'Maïs', 'Viande Gâtée']"
Coffre de Marie Ride,Coffre,180,[]
Coffre impressionnant de loterie,Coffre,180,[]
Narkofret Fantastique,Coffre,180,[]
Narkès Fantastique,Coffre,180,[]
Narkès Imaginaire,Coffre,180,[]
Narkasseth Imaginaire,Coffre,180,[]
Pain Tahde,Pain,180,[]
Foudroyeur en Bambou Sacré,Objet d'élevage,180,[]
Bûche d'Orme,Friandise,180,[]
Caresseur en Plume de Serpiplume,Objet d'élevage,180,[]
Potion Fromagère,Potion,180,"['Mesure de Poivre', 'Mandragorgonzola', 'Maïs']"
Bûche d'Orme,Friandise,180,"['Levure de Boulanger', 'Maïs', ""Sève d'Orme""]"
Foudroyeur en Bambou Sacré,Objet d'élevage,180,"['Moustache de Kolérat', 'Trident Cassé', 'Bois de Bambou Sacré', 'Oreille percée du Fricochère', 'Oreille de Gobosteur', 'Boulon Wabbit', 'Lamelle de Champa Vert', 'Gratrooll']"
Narkasseth Onirique,Coffre,180,[]
Narkasseth Fantastique,Coffre,180,[]
Narkès Brumeuse,Coffre,180,[]
Sak magistrale,Ressources obsolètes,176,[]
Mangeoire du Bworker,Objet d'élevage,175,"['Poils de Mulounoké', 'Poils de Barbe du Bwork Mage', 'Tissu Pourpre', 'Kapokaza', 'Croupion du Bitouf aérien', 'Pince de Crabe Hijacob', 'Essence du Bworker', 'Lamelle de Champa Bleu']"
Baffeur d'Ougah,Objet d'élevage,175,"['Patte de Corbac', 'Charnière Cassée', 'Carapace Verte', 'Tête de lance de Fangshu', 'Carpelle de Brouture', ""Essence d'Ougah"", 'Masque de la Vengeance', 'Queue de Fennex']"
Baffeur du Kralamoure Géant,Objet d'élevage,175,"['Chaîne de Robot Fléau', 'Carapace Bleue', 'Plume de Corbac Apprivoisé', 'Lame brisée de Lichangoro', 'Bractée de Chiendent', 'Essence du Kralamoure Géant', 'Masque du Vide', ""Écailles d'Ouroboulos""]"
Baffeur du Korriandre,Objet d'élevage,175,"['Concombre', 'Coque Endommagée', 'Carapace Jaune', 'Plume de Buveur', 'Sépale de Nerbe', 'Essence du Korriandre', 'Masque de la Violence', 'Œil de Léolhyène']"
Mangeoire du Korriandre,Objet d'élevage,175,"['Queue du Mulou', 'Oreille de Médibwork', 'Slip de Bwork Archer', 'Kaokurimono', ""Souche de l'Abrakleur clair"", 'Étoffe de Rat Bougri', 'Essence du Korriandre', 'Lamelle de Champa Marron']"
Baffeur du Bworker,Objet d'élevage,175,"['Concombre', 'Coque Endommagée', 'Carapace Verte', 'Poil de Renarbo', 'Carpelle de Brouture', 'Essence du Bworker', 'Masque de la Vengeance', ""Écailles d'Ouroboulos""]"
Baffeur du Toxoliath,Objet d'élevage,175,"['Concombre', 'Carapace Jaune', 'Griffe de Robionicle', 'Poil de Renarbo', 'Calice de Fécorce', 'Masque de la Vivacité', 'Essence du Toxoliath', 'Queue de Scordion Bleu']"
Caresseur d'Ougah,Objet d'élevage,175,"['Défense du Sanglier', 'Souris verte', 'Plume de Dostrogo', ""Oreille d'Apériglours"", 'Papier Charbon', ""Essence d'Ougah"", ""Glande d'Arak-haï"", 'Fleur de Cactiflore']"
Teleb magistrale,Ressources obsolètes,171,[]
Pain des Champs,Pain,170,[]
Dragofesse de Koumiho,Objet d'élevage,170,"['Champignon', 'Bandeau du Black Tiwabbit', 'Bombe de Graboule', 'Poil de Gliglitch', 'Bulbe Morito', 'Pierre Médicinale', 'Patte de Masticroc', 'Essence de Koumiho']"
Filet Mignon Fortifiant,Viande comestible,170,"['Chanvre', 'Poudre de Perlinpainpain', 'Bidoche Maigre']"
Estouffade de Morue,Poisson comestible,170,[]
Binar,Ressources obsolètes,170,[]
Filet Mignon,Viande comestible,170,"['Chanvre', 'Poudre de Perlinpainpain', 'Viande Maigre']"
Estouffade de Morue Barbue,Poisson comestible,170,"['Graisse Gélatineuse', 'Ginseng', 'Morue Barbue']"
Potion Axel Raide,Potion,170,"['Chanvre', 'Mesure de sel', 'Belladone']"
Bûche de Bambou Sombre,Friandise,170,"['Levure de Boulanger', 'Chanvre', 'Sève de Bambou Sombre']"
Boble magistrale,Ressources obsolètes,168,[]
Eau de la Fontaine de Noffoub,Potion,165,"['Menthe Sauvage', 'Trèfle à 5 feuilles', 'Ortie', 'Sauge', 'Orchidée Freyesque', 'Edelweiss', 'Poils de Kerubim', 'Potion de Vieillesse']"
Foudroyeur de Tengu Givrefoux,Objet d'élevage,165,"['Œuf de Dragoeuf Ardoise', 'Plume de Crowneille', 'Cuir de Porkass', 'Crinière de Troollaraj', 'Épaulière de Bwork', ""Queue d'Écumouth"", 'Bois de Gobus', 'Essence du Tengu Givrefoux']"
Dagob magistrale,Ressources obsolètes,165,[]
Caresseur de Tengu Givrefoux,Objet d'élevage,165,"['Noisette', 'Souris verte', 'Fleur de Gloutovore', 'Antenne de Gloursaya', 'Papier Charbon', 'Essence du Tengu Givrefoux', ""Glande d'Arak-haï"", 'String de Pampactus']"
Abreuvoir du Père Ver,Objet d'élevage,165,"['Bout de Blop Indigo', 'Écaille de Dragoss Charbon', 'Sceau Royal Contrefait', 'Serviette de Plage', 'Houpette de Koalak Sanguin', 'Bec de Vilain Petit Tofu', 'Bandeau troué de Feu', 'Essence du Père Ver']"
Dragofesse de XLII,Objet d'élevage,165,"['Champignon', 'Bourgeon de Pirolienne', 'Défense de Gliglicérin', 'Étoffe de Dok Alako', 'Bulbe Malibout', 'Branche de Tiwabbit Kiafin', 'Essence de XLII', 'Peau de Trémorse']"
Mangeoire de Tengu Givrefoux,Objet d'élevage,165,"['Œil de Cocholou', 'Oreille de Médibwork', 'Épaulière de Bwork', 'Plastron de Tambouraï', 'Rembourrage de Meupette', 'Plume de Gélikan', 'Essence du Tengu Givrefoux', 'Lamelle de Champa Rouge']"
Korria,Ressources obsolètes,163,[]
Djim,Ressources obsolètes,161,[]
Boîte de fragments imposante,Boîte de fragments,160,[]
Chiquette vivifiante du mercenaire,Friandise,160,[]
Grandiose Potion de Percepteur,Potion de conquête,160,"[""Pierre d'Aigue-Marine"", 'Cloaque du Poolay', 'Écaille de Harpirate', 'Pépite', 'Griffe de Félygiène', 'Peau de Métaphorreur', 'Queue de Chasquatch', 'Pic de Malépik']"
Mangeoire du Shogun Tofugawa,Objet d'élevage,160,"['Œil de Cocholou', 'Oreille de Médibwork', 'Épaulière de Bwork', ""Pierre d'Agathe"", 'Bave du Kaskargo', 'Poil de Chachachovage', 'Lamelle de Champa Rouge', 'Essence du Shogun Tofugawa']"
Bûche de Charme,Friandise,160,"['Levure de Boulanger', 'Chanvre', 'Sève de Charme']"
Mijoté Récréatif Fortifiant,Viande comestible,160,"['Eau Potable', 'Chanvre', 'Bidoche Fraîche']"
Coffre de Draguisla Bonita,Coffre,160,[]
Potion de Donzelle,Potion,160,"['Chanvre', 'Résine', 'Belladonzelle']"
Tortilla,Pain,160,"['Citron', 'Ginseng', 'Maïs']"
Burrito,Pain,160,"['Citron', 'Ginseng', 'Maïssého']"
Mijoté Récréatif,Viande comestible,160,"['Eau Potable', 'Chanvre', 'Viande Fraîche']"
Pain bourratif du mercenaire,Pain,160,[]
Besace du baroudeur,Objet utilisable,160,[]
Besace d'orbes régénérants,Objet utilisable,160,[]
Coffre imposant de loterie,Coffre,160,[]
Coffre imposant,Coffre,160,[]
Chiquette exaltante du mercenaire,Friandise,160,[]
Chiquette fortifiante du mercenaire,Friandise,160,[]
Pain fortifiant du mercenaire,Pain,160,[]
Coffre d'Anatak,Coffre,160,[]
Bar Grillé,Poisson comestible,160,"['Bar Rikain', 'Oignon', 'Ginseng']"
Bar Iton Grillé,Poisson comestible,160,"['Bar Iton', 'Oignon', 'Ginseng']"
Coffre vulkain,Coffre,160,[]
Besace uchronique,Objet utilisable,160,[]
Larme d'Eniripsa,Potion,160,"['Chanvre', 'Résine', 'Belladone']"
Salade Houbée,Viande comestible,158,[]
Plat de Gravette,Poisson comestible,158,[]
Pikmi magistrale,Ressources obsolètes,157,[]
Baffeur de Kanigroula,Objet d'élevage,155,"['Charnière Cassée', 'Carapace Rouge', 'Étoffe de Kurookin', 'Plume de Buveur', 'Bractée de Chiendent', 'Masque de la Violence', 'Essence de Kanigroula', 'Queue de Scordion Bleu']"
Caresseur de Ush,Objet d'élevage,155,"['Pic du Prespic', 'Peau de serpentin', 'Feuille de Fourbasse', 'Queue de Meliglours', 'Miroir de Dopeul', ""Glande d'Arak-haï"", 'Essence de Ush', 'Parchemin de Cactana']"
Dragofesse du Kimbo,Objet d'élevage,155,"['Couteau de Roukouto', 'Cuir de Gliglibido', 'Oreille de Foufayteur', 'Poils de Koalak Indigo', 'Bulbe Kouraçao', 'Bandeau de Black Wabbit Squelette', 'Essence du Kimbo', 'Langue de Morsquale']"
