name,type,level
Clef du Trône de la Cour Sombre,Clef,200
Patte de Tabacille,Patte,200
Coquille de Virustine,Coquille,200
Peau de Pataugerme,Peau,200
Aile de Vortex,Aile,200
Œil de Harpille,Œil,200
Batterie rechargeable de l'Hyperscampe,Ressources diverses,200
Fragment de carte de l'Hyperscampe 6/8,Fragment de carte,200
Fragment de carte de l'Hyperscampe 3/8,Fragment de carte,200
Fragment de carte de l'Hyperscampe 1/8,Fragment de carte,200
Basalte,Pierre brute,200
Fragment de carte de Kongoku 3/8,Fragment de carte,200
Fragment de carte de Voldelor 1/8,Fragment de carte,200
Pique du Soldat,Ressource de combat,200
Plume du Cavalier,Plume,200
Fragment de carte d'Atcham 1/8,Fragment de carte,200
Jus de poisson méphitique,Liquide,200
Attrape-peur,Matériel d'exploration,200
Pince de Crabe Yoloniste,Os,200
Parasite Aquatique,Ressources diverses,200
Bois d'Aquajou,Bois,200
Clef de la Chambre de Tal Kasha,Clef,200
Œil de Harrogant,Œil,200
Scalp de Klime,Ressources diverses,200
Malleus de Karkanik,Ressources diverses,200
Poil d'aisselle de Missiz Frizz,Poil,200
Sépale de Drosérâle,Plante,200
Maxillaire de Brikoglours,Os,200
Queue de Brikoglours,Queue,200
Astragale de Mécanofoux,Os,200
Boulon neuf,Ressources diverses,200
Œil de verre,Œil,200
Clef du Manoir des Katrepat,Clef,200
Ongle de Goulafre,Os,200
Fragment d'Ectorche,Ressources diverses,200
Dent de Klémort,Os,200
Œil de Halbardent,Œil,200
Aquarakne de Crânonier,Coquille,200
Essence de la Larve de Koutoulou,Essence de gardien de donjon,200
Épaulière de Dazak Martegel,Vêtement,200
Armure de Tanklume,Vêtement,200
Carte de Machab le Sanguinaire,Carte,200
Légende de Dodge,Ressources des Songes,200
Légende du Cul Botté,Ressources des Songes,200
Tablette Chocomancienne,Ressources diverses,200
Diadème de Chocoligarque,Ressources diverses,200
Broderie de la Prêtresse de Kao,Vêtement,200
Éclat Kao brisé,Ressources diverses,200
Plasmogrine gelée,Ressources diverses,200
Légende animale de Poukachi,Ressources des Songes,200
Légende animale de Bakushana,Ressources des Songes,200
Œuf inerte,Œuf,200
Sceptre brisé de Kabahal,Ressource de combat,200
Croquette infusée du Wabbit,Nourriture pour familier,200
Croquette infusée du Moskito,Nourriture pour familier,200
Croquette infusée du Kanig,Nourriture pour familier,200
Croquette infusée du Chafer,Nourriture pour familier,200
Croquette infusée de la Krokille,Nourriture pour familier,200
Croquette infusée de l'Abraknyde,Nourriture pour familier,200
Croquette infusée de la Domoizelle,Nourriture pour familier,200
Croquette infusée du Piou,Nourriture pour familier,200
Croquette infusée de la Truche,Nourriture pour familier,200
Ventouse du Kralamoure géant,Ressources diverses,200
Liane de Soldalia,Plante,200
Épine d'Armuguet,Plante,200
Cire de Cire Momore,Ressources diverses,200
Cristal pacificateur,Pierre précieuse,200
Carapace de Krabouilleur,Carapace,200
Pic de Pikoleur,Os,200
Sang de Harpo,Liquide,200
Broderie d'Eskoglyphe,Vêtement,200
Barbe de Merkator,Poil,200
Insigne des Justiciers,Ressources diverses,200
Corne de Kamasterisk,Pierre précieuse,200
Boule en or de Piloztère,Pierre précieuse,200
Essence du Roi Nidas,Essence de gardien de donjon,200
Fragment de carte de Gein 8/8,Fragment de carte,200
Étoffe de la Cour Sombre,Étoffe,200
Broderie de la Reine des Voleurs,Vêtement,200
Chouchou de Doublure,Vêtement,200
Œil de Verminocule,Œil,200
Sel de Baleine,Poudre,200
Clef de l'Œil de Vortex,Clef,200
Fragment de carte de l'Hyperscampe 8/8,Fragment de carte,200
Carte de l'Hyperscampe,Carte,200
Planche de Salut,Planche,200
Sève de Tremble,Sève,200
Pavé,Pierre brute,200
Pied de Voldelor,Ressources diverses,200
Fragment de carte de Kongoku 7/8,Fragment de carte,200
Fragment de carte de Voldelor 4/8,Fragment de carte,200
Carte de Voldelor,Carte,200
Clef du Défi du Chalœil,Clef,200
Cheveu d'Atcham,Poil,200
Fragment de carte d'Atcham 8/8,Fragment de carte,200
Ambre gris,Ressources diverses,200
Accélérateur de propulsion,Matériel d'exploration,200
Lanterne de Tourthon,Ressources diverses,200
Trident de Tryde,Ressource de combat,200
Dentier de Dantinéa,Os,200
Flûte de Klûtiste,Ressources diverses,200
Dent de Tilamproie,Os,200
Clef du Vaisseau du Capitaine Meno,Clef,200
Dent de Bandleth,Os,200
Poils de Goultime,Poil,200
Cendres de Chause,Ressources diverses,200
Plume d'Ilyzaelle,Plume,200
Vertèbre de Trépavois,Os,200
Langue de Hacharné,Ressources diverses,200
Queue de Bethel Akarna,Queue,200
Coquille de Submergé,Coquille,200
Essence de Solar,Essence de gardien de donjon,200
Clef de la Brasserie du roi Dazak,Clef,200
Chope de Bière,Ressources diverses,200
Fronde de Boufbos,Pierre brute,200
Peau de Torréfactueur,Peau,200
Légende animale de Kwakarticho,Ressources des Songes,200
Reflet de Bébémoth,Nourriture pour familier,200
Nanogrine,Ressources diverses,200
Œil de Crocodaille albinos,Œil,200
Écaille de Torkélonia,Peau,200
Bandeau de Voapah,Vêtement,200
Poupée de Caïguille,Ressources diverses,200
Essence de Corruption,Essence de gardien de donjon,200
Prysmaradite Ambrée,Ressources des Songes,200
Prysmaradite Safre,Ressources des Songes,200
Prysmaradite Indigo,Ressources des Songes,200
Capuche de Skentu,Vêtement,200
Germes corrompus,Ressources diverses,200
Capuche d'Armécréante,Vêtement,200
Étoffe sanglante,Étoffe,200
Sang coagulé,Ressources diverses,200
Linothorax,Ressources diverses,200
Cristal liquide,Minerai,200
Cédille d'Imetsu,Ressources diverses,200
Poing-virgule de Shinlam,Ressources diverses,200
Carapace circonflexe de Rokoram,Ressources diverses,200
Essence du Roi Imagami,Essence de gardien de donjon,200
Spalière de Krâradia,Ressource de combat,200
Essence de Kabahal,Essence de gardien de donjon,200
Clef de la Bataille de l'Aurore Pourpre,Clef,200
Croquette infusée du Trool,Nourriture pour familier,200
Croquette infusée du Gloutoblop,Nourriture pour familier,200
Croquette infusée du Champa,Nourriture pour familier,200
Croquette infusée de la Boursoin,Nourriture pour familier,200
Casque de Statulipe,Vêtement,200
Fleur des protecteurs,Fleur,200
Clef de la Chambre des maléfices,Clef,200
Essence de Belladone,Essence de gardien de donjon,200
Cœur de Cire Momore,Ressources diverses,200
Cristal inhibiteur,Pierre précieuse,200
Perce-Neige,Fleur,200
Bois de Tremble,Bois,200
Frostiz soufflé,Céréale,200
Étoile des Neiges,Fleur,200
Ardonite,Alliage,200
Culotte de Harrogant,Vêtement,200
Cuir d'Empaillé,Cuir,200
Stapes de Frimar,Os,200
Bec de Dodox,Os,200
Patte de Termystique,Patte,200
Bractée de Drosérâle,Plante,200
Broderie de Nileza,Vêtement,200
Bec de Mansordide,Os,200
Sternum de Mansordide,Os,200
Pédoncule de Mérulor,Champignon,200
Griffe de Strigide,Os,200
Plume de Cycloïde,Plume,200
Queue de Sinistrofu,Queue,200
Clef du Donjon du Comte Harebourg,Clef,200
Cuir de Grodruche,Cuir,200
Étoffe de Grodruche,Étoffe,200
Cuir de Peunch,Cuir,200
Cœur d'Empaillé,Ressources diverses,200
Incisive de Stalak,Os,200
Incus de Verglasseur,Os,200
Culotte de Missiz Frizz,Vêtement,200
Plume de Dodox,Plume,200
Bec de Granduk,Os,200
Bec de Strigide,Os,200
Scapula du Comte Harebourg,Os,200
Clef de la Forgefroide de Missiz Frizz,Clef,200
Clef du Transporteur de Sylargh,Clef,200
Racine cristalline,Racine,200
Pointe osseuse de Grasmera,Os,200
Œil de Harpo,Œil,200
Barbe du Cyclophandre,Poil,200
Vieille Tête de Marteau,Ressources diverses,200
Fragment de carte de Gein 5/8,Fragment de carte,200
Fragment de carte de Gein 6/8,Fragment de carte,200
Bouteille de Gein,Ressources diverses,200
Noyau de Protozorreur,Ressources diverses,200
Fragment de carte de l'Hyperscampe 2/8,Fragment de carte,200
Substrat de Sylve,Substrat,200
Bidoche Goûtue,Viande,200
Fragment de carte de Kongoku 2/8,Fragment de carte,200
Fragment de carte de Voldelor 5/8,Fragment de carte,200
Fragment de carte de Voldelor 8/8,Fragment de carte,200
Orbe régénérant magistral,Orbe de forgemagie,200
Carte du Grand Jeu,Ressources diverses,200
Dé du Chalœil,Ressources diverses,200
Carte d'Atcham,Carte,200
Fragment de carte d'Atcham 2/8,Fragment de carte,200
Fragment de carte d'Atcham 3/8,Fragment de carte,200
Fragment de carte d'Atcham 7/8,Fragment de carte,200
Essence du Chalœil,Essence de gardien de donjon,200
Jus de poisson pestilentiel,Liquide,200
Prysmaradite Corail,Ressources des Songes,200
Prysmaradite Cramoisie,Ressources des Songes,200
Prysmaradite Émeraude,Ressources des Songes,200
Prysmaradite Cyan,Ressources des Songes,200
Œil de Dawaj,Œil,200
Essence de Servitude,Essence de gardien de donjon,200
Langue de Pistilangue,Ressources diverses,200
Tentacule de Tentaclaque,Patte,200
Pétale de Gangredogue,Fleur,200
Verrou de Servitude,Ressources diverses,200
Bonnet de Guerre,Vêtement,200
Lame tranchante,Ressource de combat,200
Pichon d'encre,Poisson,200
Clef du Souvenir d'Imagiro,Clef,200
Poing-virgule d'Imushin,Ressources diverses,200
Apostrophe de Fugokam,Ressources diverses,200
Écaille de Gambaf,Peau,200
Queue de Mantaze,Queue,200
Encre de Poulpée,Ressources diverses,200
Moustache de Rilur,Poil,200
Peau de Trithon,Peau,200
Patte de Li-Fo,Patte,200
Quisnoa,Céréale,200
Écume de mer,Minerai,200
Clef du Palais de Dantinéa,Clef,200
Clef du Temple de Koutoulou,Clef,200
Fragment de Chakanoubis,Ressources diverses,200
Cheveux de Tal Kasha,Poil,200
Nez de Pipisteuse,Ressources diverses,200
Œil de Feutôme,Œil,200
Grenade de Moribombe,Ressource de combat,200
Sang de Calciné,Liquide,200
Pointe de Lance de Tournoyé,Os,200
Essence de Bethel Akarna,Essence de gardien de donjon,200
Essence de Meno,Essence de gardien de donjon,200
Essence de Dantinéa,Essence de gardien de donjon,200
Essence de Tal Kasha,Essence de gardien de donjon,200
Corne de Volkorne,Os,200
Légende de Brâm Barbe-Monde,Ressources des Songes,200
Légende de Ganymède,Ressources des Songes,200
Clef du Temple du dieu Kao,Clef,200
Légende animale de Magicrabe,Ressources des Songes,200
Cristal temporel,Pierre précieuse,200
Cristal intemporel,Pierre précieuse,200
Binocles du Grand Chronomaître,Ressources diverses,200
Clef du Sanctuaire de Torkélonia,Clef,200
Essence de Torkélonia,Essence de gardien de donjon,200
Appendice Démoniaque,Os,200
Mâchoire de Brutasmodan,Ressources diverses,200
Corne de Typhomet,Os,200
Épaule de Maléphisto,Ressources diverses,200
Pic de Ravageur,Ressources diverses,200
Croquette infusée du Bwork,Nourriture pour familier,200
Croquette infusée de la Boufette,Nourriture pour familier,200
Croquette infusée du Pandore,Nourriture pour familier,200
Croquette infusée de la Tofoune,Nourriture pour familier,200
Croquette infusée du Dragoeuf,Nourriture pour familier,200
Mousse de Caméliache,Plante,200
Encre du Kralamoure géant,Ressources diverses,200
Viande Goûtue,Viande,200
Fragment de carte de Kongoku 6/8,Fragment de carte,200
Fragment de carte de Kongoku 8/8,Fragment de carte,200
Carte de Kongoku,Carte,200
Fragment de carte de Voldelor 6/8,Fragment de carte,200
Fragment de carte de Voldelor 7/8,Fragment de carte,200
Gilet du Valet,Vêtement,200
Fragment de carte d'Atcham 5/8,Fragment de carte,200
Épine de Diondin,Os,200
Tentacule de Grofond,Ressources diverses,200
Tentacule de N'Yalg,Ressources diverses,200
Œil de Shokkoth,Œil,200
Aile de Larve de Koutoulou,Aile,200
Pic d'Anerice,Ressources diverses,200
Clef du Belvédère d'Ilyzaelle,Clef,200
Pince de Crâme,Os,200
Cervelle de Solar,Ressources diverses,200
Protection de Funespadon,Vêtement,200
Bout d’Armure de Macrab,Vêtement,200
Clef de la Tour de Bethel,Clef,200
Essence d'Ilyzaelle,Essence de gardien de donjon,200
Dent de Cuirboule,Os,200
Sang de Ventrublion,Liquide,200
Ethmoïde de Stalak,Os,200
Sang de Karkanik,Liquide,200
Moustache de Frimar,Poil,200
Bave de Nessil,Liquide,200
Braguette de Nileza,Vêtement,200
Griffe de Kanimate,Os,200
Oreille de Mécanofoux,Oreille,200
Laine de Sylargh,Laine,200
Jambière de Kasrok,Vêtement,200
Légende de Crocobur,Ressources des Songes,200
Légende de Dame Jhessica,Ressources des Songes,200
Légende de Fallanster,Ressources des Songes,200
Légende de Buhorado,Ressources des Songes,200
Légende de Jahash Jurgen,Ressources des Songes,200
Mèche de Pralicienne,Poil,200
Chaudron de Températurge,Ressources diverses,200
Tulipe en papier,Fleur,200
Guillemets de Mabram,Ressources diverses,200
Diacritique de la Reine Amirukam,Ressources diverses,200
Groin de Porkzebuth,Ressources diverses,200
Crinière de Qilin,Poil,200
Langue de Diabélial,Ressources diverses,200
Masque cauchemardesque de l'Éternel Conflit,Ressource de combat,200
Fragment d'anomalie,Ressources des Anomalies Temporelles,200
Croquette infusée du Kozaru,Nourriture pour familier,200
Écaille dorée de Léviathon,Peau,200
Plume de l’Aziz,Plume,200
Relique de Bébémoth,Ressources des Anomalies Temporelles,200
Langue de Kashkaille,Ressources diverses,200
Terre Stérile,Ressources diverses,200
Essence de Guerre,Essence de gardien de donjon,200
Essence de Misère,Essence de gardien de donjon,200
Guillemets de Mabram,Ressources diverses,200
Diacritique de la Reine Amirukam,Ressources diverses,200
Groin de Porkzebuth,Ressources diverses,200
Crinière de Qilin,Poil,200
Langue de Diabélial,Ressources diverses,200
Masque cauchemardesque de l'Éternel Conflit,Ressource de combat,200
Fragment d'anomalie,Ressources des Anomalies Temporelles,200
Croquette infusée du Kozaru,Nourriture pour familier,200
Poing de Coquelicogne,Ressource de combat,200
Orbe régénérant magistral (lié),Orbe de forgemagie,200
Jambière de Kasrok,Vêtement,200
Légende de Crocobur,Ressources des Songes,200
Légende de Dame Jhessica,Ressources des Songes,200
Légende de Fallanster,Ressources des Songes,200
Légende de Buhorado,Ressources des Songes,200
Légende de Jahash Jurgen,Ressources des Songes,200
Mèche de Pralicienne,Poil,200
Chaudron de Températurge,Ressources diverses,200
Écaille dorée de Léviathon,Peau,200
Plume de l’Aziz,Plume,200
Relique de Bébémoth,Ressources des Anomalies Temporelles,200
Langue de Kashkaille,Ressources diverses,200
Antenne de Bacterrib,Ressources diverses,200
Essence de la Reine des Voleurs,Essence de gardien de donjon,200
Œil de Cycloïde,Œil,200
Aile de Sinistrofu,Aile,200
Bandelette du Comte Harebourg,Ressources diverses,200
Clef du Laboratoire de Nileza,Clef,200
Poche de magma de Grasmera,Ressources diverses,200
Cuir synthétique,Cuir,199
Paquet Cadeau du Minotoboule de Nowel,Nowel,197
Étoffe du Roissingue,Étoffe,196
Culotte à l'envers du Roissingue,Vêtement,196
Crâne de Yokaï Givrefoux,Os,195
Laine de Yokaï Givrefoux,Laine,195
Galet brasillant,Galet,195
Essence de Sylargh,Essence de gardien de donjon,190
Masque du Vide,Vêtement,190
Masque de la Vivacité,Vêtement,190
Éclat Obscur,Ressources diverses,190
Clef du Camp du Comte Razof,Clef,190
Schéma d’Implants Rustiques,Ressources diverses,190
Coffre de Pièges à Chasseur,Ressources diverses,190
Cloche de Barbéryl Clochecuivre,Ressources diverses,190
Clef des cavernes du Kolosso,Clef,190
Griffe de Kolosso,Os,190
Queue de Meliglours,Queue,190
Incisive de Kami Givrefoux,Os,190
Laine de Maho Givrefoux,Laine,190
Poil de Blérauve,Poil,190
Queue de Blérom,Queue,190
Laine de Glouragan,Laine,190
Antenne de Gloursaya,Ressources diverses,190
Essence de Fuji Givrefoux,Essence de gardien de donjon,190
Essence de Grolloum,Essence de gardien de donjon,190
Essence de Klime,Essence de gardien de donjon,190
Essence de Nileza,Essence de gardien de donjon,190
Masque du Vice,Vêtement,190
Symbole des Obscuranti,Ressources diverses,190
Patron du Père Fwetar,Nowel,190
Espadon,Poisson,190
Bouteille de Bouchonnois,Ressources diverses,190
Masque de la Violence,Vêtement,190
Essence d'Ombre,Essence de gardien de donjon,190
Sève de Bambou Sacré,Sève,190
Flèche de Crâmbo,Ressources diverses,190
Essence du Comte Razof,Essence de gardien de donjon,190
Clef de la mine de Sakaï,Clef,190
Poils de barbe de Marteau-Aigri,Poil,190
Armure de Blindur,Ressource de combat,190
Fronde de Boufronde,Ressource de combat,190
Fleur de Cendrepierre,Fleur,190
Cuir de Maho Givrefoux,Cuir,190
Étoffe givrée,Étoffe,190
Eclat temporel,Pierre précieuse,190
Cuir de Fuji Givrefoux,Cuir,190
Étoffe de Croleur,Étoffe,190
Molaire de Blérice,Os,190
Iris de Boulglours,Œil,190
Poils de Boulglours,Poil,190
Cuir de Glouragan,Cuir,190
Incisive de Glourmand,Os,190
Étoffe de Glourmand,Étoffe,190
Aile de Gloursaya,Aile,190
Poudre glaciale,Poudre,190
Essence du Kolosso,Essence de gardien de donjon,190
Masque de la Vengeance,Vêtement,190
Corne d'Ombre,Os,190
Espadon Quichotte,Poisson,190
Sang de Viandargh,Liquide,190
Queue de Chevrotine,Queue,190
Bave de Brokouillon,Liquide,190
Os de Nemroz,Os,190
Poils du Comte Razof,Poil,190
Plan de Pièges à Chasseur,Ressources diverses,190
Formule de Breuvage Musculaire,Ressources diverses,190
Breuvage Musculaire,Matériel d'alchimie,190
Clef de l'Antichambre des Gloursons,Clef,190
Griffe de Blérauve,Os,190
Oreille de Blérice,Oreille,190
Mèche de Serpyn,Poil,190
Élastique de barbe de Sanglirok,Ressources diverses,190
Essence de Barbéryl Clochecuivre,Essence de gardien de donjon,190
Essence du Glourséleste,Essence de gardien de donjon,190
Essence de Missiz Frizz,Essence de gardien de donjon,190
Essence de Merkator,Essence de gardien de donjon,190
Clef de la Pyramide d'Ombre,Clef,190
Viande Noire,Viande,190
Bidoche Noire,Viande,190
Implants Rustiques,Ressources diverses,190
Bois de Bambou Sacré,Bois,190
Bave de Marthos,Liquide,190
Clef du Bastion des Marteaux-Aigris,Clef,190
Fragment gelé,Pierre brute,190
Condyle de Fuji Givrefoux,Os,190
Oreille de Croleur,Oreille,190
Omoplate de Blérom,Os,190
Étoffe de Kolosso,Étoffe,190
Queue de Glourséleste,Queue,190
Hamatum de Glourséleste,Os,190
Calcanéus de Meliglours,Os,190
Cornée de Kami Givrefoux,Œil,190
Larme de Givrefoux,Liquide,190
Bois de Gobus,Bois,189
Œuf de Gobus,Œuf,189
Pierre du Courtilieur,Pierre brute,187
Cervelle de Courtilieur,Ressources diverses,187
Delko du Perkü,Bois,186
Estomac du Perkü,Ressources diverses,186
Fragment de pépite de Sakaï,Pierre brute,185
Oreille de Soryo Givrefoux,Oreille,185
Patte de Soryo Givrefoux,Patte,185
Scorie d'Obsidiantre,Pierre brute,185
Vertèbre d'Obsidiantre,Os,185
Queue de Marôdeur,Queue,184
Péroné du Marôdeur,Os,184
Radius d'Ouilleur,Os,183
Peau d'Ouilleur,Peau,183
Œil de Sapeur,Œil,181
Moumoute du Sapeur,Poil,181
Pyrute,Alliage,180
Fragment d'Ougalurette,Champignon,180
Venin d'Éperfide,Liquide,180
Clef de la Cave du Toxoliath,Clef,180
Fragment de carte de Dremoan 1/5,Fragment de carte,180
Fragment de carte de Dremoan 4/5,Fragment de carte,180
Millet Zime,Céréale,180
Substrat de Forêt vierge,Substrat,180
Tanche,Poisson,180
Tanche Hantée,Poisson,180
Épaulière Massive du K.O.,Ressources diverses,180
Fragment de carte du Guerrier du K.O. 2/5,Fragment de carte,180
Fragment de carte du Guerrier du K.O. 5/5,Fragment de carte,180
Clef de la Grotte du Bworker,Clef,180
Racine de synthèse,Racine,180
Œil de Dramanite,Œil,180
Oreille de Fistulor,Oreille,180
Œil de Fleuro,Œil,180
Moule de Clef de la Maison du Papa Nowel,Nowel,180
Oreille de Gobosteur,Oreille,180
Lamelle de Dramanite,Champignon,180
Lamelle de Mérulette,Champignon,180
Oreille de Fleuro,Oreille,180
Manubrium de Wolvero,Os,180
Vomer d'Apériglours,Os,180
Essence du Bworker,Essence de gardien de donjon,180
Aile de Puceronde,Aile,180
Dard de Morfrelon,Os,180
Fragment de carte de Dremoan 5/5,Fragment de carte,180
Sporme de Dremoan,Champignon,180
Mandragorgonzola,Plante,180
Sève d'Orme,Sève,180
Orbe régénérant majeur,Orbe de forgemagie,180
Œil d'Ougah,Œil,180
Clef du Temple du Grand Ougah,Clef,180
Épine d'Ougah,Champignon,180
Cendrepierre,Minerai,180
Sang du Toxoliath,Liquide,180
Fragment de carte de Dremoan 3/5,Fragment de carte,180
Millet,Céréale,180
Orbe régénérant majeur (lié),Orbe de forgemagie,180
Queue de Yomi Givrefoux,Queue,180
Volve de Fistulor,Champignon,180
Patte de Korriandre,Patte,180
Queue de Wolvero,Queue,180
Clef de la Maison du Papa Nowel,Clef,180
Peau du Bworker,Peau,180
Essence du Korriandre,Essence de gardien de donjon,180
Pince de Lucrane,Os,180
Essence du Toxoliath,Essence de gardien de donjon,180
Mandragore,Plante,180
Planche à Dessin,Planche,180
Bidoche Gâtée,Viande,180
Carte du Guerrier du K.O.,Carte,180
Carte de Marie Ride,Carte,180
Patte de Gobosteur,Patte,180
Malléole de Yomi Givrefoux,Os,180
Pédoncule de Mérulette,Champignon,180
Œil de Korriandre,Œil,180
Viande Gâtée,Viande,180
Fragment de carte du Guerrier du K.O. 1/5,Fragment de carte,180
Fragment de carte du Guerrier du K.O. 3/5,Fragment de carte,180
Fragment de carte du Guerrier du K.O. 4/5,Fragment de carte,180
Bois d'Orme,Bois,180
Essence du Kralamoure Géant,Essence de gardien de donjon,180
Essence d'Ougah,Essence de gardien de donjon,180
Chitine de Nécrotique,Carapace,180
Patte de Scoliopode,Patte,180
Carte de Dremoan,Carte,180
Fragment de carte de Dremoan 2/5,Fragment de carte,180
Vertu d'harmonie suprême,Ressources diverses,180
Dolomite,Minerai,180
Clef de l'Antre du Korriandre,Clef,180
Pédoncule de Fongeur,Champignon,180
Volve de Fongeur,Champignon,180
Écorce d'Abrazif,Écorce,180
Racine d'Abrazif,Racine,180
Oreille d'Apériglours,Oreille,180
Ongle du Bworker,Os,180
Bitte d'amarrage,Ressources diverses,179
