name,type,level,recipe,caracteristic,effect
Arc corrompu,Arc,200,"['Galet brasillant', 'Ongle du Bworker', 'Scapula du Comte Harebourg', 'Tourmaline', 'Substrat de Sylve', 'Brûlâme encapsulé', ""Fragment d'Ectorche"", ""Plume d'Ilyzaelle""]","['PA :6 (1 utilisation par tour)', 'Portée :4 à 8', 'CC :1/15 (+15)']","['41 à 55 (dommages Feu)', '-1 PA', '301 à 350 Vitalité', '51 à 70 Intelligence', '16 à 25 Résistance{~ps}{~zs} Critiques', '31 à 40 Sagesse', '11 à 15 Prospection', '7 à 10 Fuite', '11 à 15 Dommage{~ps}{~zs} Feu', '5 à 7% Résistance Eau', '5 à 7% Résistance Air', '5 à 7 Retrait PA', '3 à 4% Critique', '1 Portée']"
Faux Séraphine,Faux,200,"['Tourmaline', 'Diacritique du Roi Imagami', 'Substrat Astral', 'Sceptre brisé de Kabahal', 'Mâchoire de Brutasmodan', 'Langue de Diabélial', 'Pic de Ravageur', ""Masque cauchemardesque de l'Éternel Conflit""]","['PA :5 (1 utilisation par tour)', 'Portée :1 à 2', 'CC :1/10 (+5)']","['301 à 350 Vitalité', '41 à 60 Chance', '21 à 30 Puissance', '21 à 30 Sagesse', '7 à 10 Tacle', '11 à 15 Dommage{~ps}{~zs} Eau', '5 à 7% Résistance Neutre', '5 à 7% Résistance Eau', '4 à 7 Retrait PA', '11 à 15 Soin{~ps}{~zs}', '9 à 12 Dommage{~ps}{~zs} Critiques', '1 Invocation{~ps}{~zs}', '4 à 5% Critique', '38 à 45 (dommages Eau)', '4 à 5 (vol Eau)', '-1 PA']"
Épée Diablotine,Épée,200,"['Substrat de Sylve', 'Diacritique de la Reine Amirukam', 'Substrat Astral', 'Sceptre brisé de Kabahal', 'Mâchoire de Brutasmodan', 'Tentacule de Démoloch', 'Pic de Ravageur', ""Masque cauchemardesque de l'Éternel Conflit""]","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/10 (+5)']","['301 à 350 Vitalité', '41 à 60 Intelligence', '21 à 30 Puissance', '21 à 30 Sagesse', '7 à 10 Tacle', '11 à 15 Dommage{~ps}{~zs} Feu', '5 à 7% Résistance Neutre', '5 à 7% Résistance Feu', '4 à 7 Retrait PM', '11 à 15 Soin{~ps}{~zs}', '9 à 12 Dommage{~ps}{~zs} Critiques', '1 Invocation{~ps}{~zs}', '4 à 5% Critique', '45 à 50 (dommages Feu)', '4 à 5 (vol Feu)', '-1 PM']"
Faux Chaotique,Faux,200,"['Ardonite', 'Corne de Corruption', 'Substrat Astral', 'Sceptre brisé de Kabahal', 'Corne de Typhomet', 'Épaule de Maléphisto', 'Pic de Ravageur', ""Masque cauchemardesque de l'Éternel Conflit""]","['PA :5 (1 utilisation par tour)', 'Portée :1 à 2', 'CC :1/10 (+3)', 'PA < 12']","['201 à 300 Initiative', '301 à 350 Vitalité', '31 à 40 Intelligence', '31 à 40 Chance', '16 à 20 Puissance', '26 à 35 Sagesse', '9 à 12 Tacle', '14 à 18 Dommage{~ps}{~zs} Feu', '14 à 18 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Eau', '9 à 12 Soin{~ps}{~zs}', '-15 Dommage{~ps}{~zs} Critiques', '-1 Portée', '1 PM', '21 à 25 (dommages Neutre)', '16 à 20 (vol Feu)', '16 à 20 (vol Eau)']"
Dagues de Srambad,Dague,200,"['Sphénoïde du Kimbo', 'Laine de Sylargh', 'Trame Dimensionnelle', 'Tourmaline', 'Tête de mort', 'Broderie de la Reine des Voleurs', 'Mèche de bombe de Terristocrate', 'Épaulière de Bourôliste']","['PA :3 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+3)', 'Force > 299 etChance de base > 299']","['13 à 18 (dommages Neutre)', '6 à 8 (vol Eau)', '4 à 5 (vol Terre)', '351 à 400 Vitalité', '51 à 70 Force', '51 à 70 Chance', '16 à 25 Résistance{~ps}{~zs} Critiques', '31 à 40 Sagesse', '16 à 20 Dommage{~ps}{~zs} Terre', '16 à 20 Dommage{~ps}{~zs} Neutre', '16 à 20 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Feu', '1 Portée']"
Baguette des égarés,Baguette,200,"['Poudre glaciale', 'Moustache de Klime', 'Trame Dimensionnelle', 'Tourmaline', 'Aile de Vortex', ""Serre d'Ikargn"", 'Griffe de Buboxor', 'Sablier miniature']","['PA :5 (1 utilisation par tour)', 'Portée :2 à 5', 'CC :1/15 (+8)', 'Force > 299 etChance de base > 299']","['24 à 30 (dommages Terre)', '24 à 30 (dommages Eau)', '301 à 350 Vitalité', '41 à 60 Force', '41 à 60 Chance', '16 à 20 Résistance{~ps}{~zs} Poussée', '31 à 40 Sagesse', '16 à 20 Dommage{~ps}{~zs} Terre', '11 à 15 Prospection', '16 à 20 Dommage{~ps}{~zs} Neutre', '16 à 20 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Feu', '7 à 10 Esquive PM', '-5% Critique', '1 Portée']"
Hache du Chalœil,Hache,200,"['Oreille de Sphincter Cell', 'Laine de Sylargh', 'Trame Dimensionnelle', 'Tourmaline', 'Biscuit de chance', 'Pique du Soldat', 'Ceinture de la Dame', 'Dé du Chalœil']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/15 (+5)', 'Force > 400 etIntelligence de base > 400 etChance de base > 400']","['16 à 20 (dommages Terre)', '16 à 20 (dommages Eau)', '16 à 20 (dommages Feu)', '351 à 400 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Chance', '11 à 15 Puissance', '31 à 40 Sagesse', '11 à 15 Prospection', '11 à 15 Fuite', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Neutre', '7 à 10 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Air', '11 à 15 Dommage{~ps}{~zs} Critiques', '3 à 4% Critique']"
Bâthon,Bâton,200,"['Dé du Chalœil', 'Ambre gris', 'Encre de Poulpée', 'Épine de Diondin', 'Peau de Trithon', 'Dentier de Dantinéa', 'Aile de Larve de Koutoulou', 'Salikrone']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/0', 'Intelligence de base > 400 etForce > 400']","['34 à 40 (dommages Terre)', '16 à 20 (vol Feu)', '301 à 350 Vitalité', '51 à 70 Force', '51 à 70 Intelligence', '31 à 40 Sagesse', '11 à 15 Prospection', '7 à 10 Tacle', '9 à 12 Dommage{~ps}{~zs} Feu', '9 à 12 Dommage{~ps}{~zs} Terre', '9 à 12 Dommage{~ps}{~zs} Neutre', '7 à 10% Résistance Air', '5 à 7 Retrait PM', '7 à 10 Soin{~ps}{~zs}', '1 Invocation{~ps}{~zs}', '3 à 4% Critique']"
Baguette Range,Baguette,200,"['Aile de Vortex', 'Ambre gris', 'Pince de Crabe Yoloniste', 'Parasite Aquatique', 'Poil de Meno', 'Dentier de Dantinéa', 'Dent de Tilamproie', 'Salikrone']","['PA :3 (1 utilisation par tour)', 'Portée :2 à 5', 'CC :1/5 (+3)', 'Intelligence de base > 400 etAgilité de base > 400']","['6 à 9 (dommages Air)', '2 à 3 (dommages Feu)', '2 à 3 (vol Feu)', '301 à 350 Vitalité', '41 à 60 Intelligence', '41 à 60 Agilité', '16 à 25 Résistance{~ps}{~zs} Critiques', '31 à 40 Sagesse', '5 à 7 Fuite', '9 à 12 Dommage{~ps}{~zs} Feu', '9 à 12 Dommage{~ps}{~zs} Air', '5 à 7% Résistance Terre', '7 à 10% Résistance Eau', '4 à 5 Retrait PM', '3 à 4% Critique']"
Harpelle,Pelle,200,"['Aile de Vortex', 'Ambre gris', 'Lanterne de Tourthon', 'Poil de Meno', 'Trident de Tryde', 'Peau de Trithon', 'Dentier de Dantinéa', 'Quisnoa']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/20 (+5)']","['21 à 25 (dommages Feu)', '21 à 25 (dommages Feu)', '-1 PA', '301 à 400 Vitalité', '61 à 80 Intelligence', '31 à 50 Sagesse', '11 à 15 Tacle', '5 à 7 Dommage{~ps}{~zs} Feu', '5 à 7% Résistance Neutre', '5 à 7% Résistance Air', '11 à 15 Soin{~ps}{~zs}', '16 à 20 Dommage{~ps}{~zs} Critiques', '2% Critique']"
Héqache,Hache,200,"['Galet brasillant', ""Œil d'Ougah"", 'Tourmaline', 'Dentier de Dantinéa', 'Dent de Bandleth', 'Oreille de Griffotep', 'Cheveux de Tal Kasha', 'Scarabée Chrysonéfritin']","['PA :4 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+5)']","['20 à 25 (dommages Neutre)', '10 à 15 (vol Terre)', '10 à 15 (vol Air)', '301 à 350 Vitalité', '41 à 60 Force', '41 à 60 Agilité', '31 à 40 Sagesse', '11 à 15 Prospection', '11 à 15 Tacle', '9 à 12 Dommage{~ps}{~zs} Air', '9 à 12 Dommage{~ps}{~zs} Terre', '9 à 12 Dommage{~ps}{~zs} Neutre', '16 à 25 Dommage{~ps}{~zs} Poussée', '5 à 7% Résistance Eau', '5 à 7% Résistance Feu', '3 à 4% Critique', '-1 Portée', '1 Invocation{~ps}{~zs}']"
Dagues Érhy,Dague,200,"['Galet brasillant', ""Œil d'Ougah"", 'Ethmoïde de Stalak', 'Broderie de Nileza', 'Sternum de Mansordide', 'Plume de Cycloïde', 'Bandelette du Comte Harebourg', 'Œil de verre']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/5 (+6)', '(Force > 450 ouAgilité de base > 450)']","['16 à 22 (dommages Neutre)', '10 à 14 (dommages Feu)', '351 à 400 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 40 Sagesse', '1 Portée', '2 Invocation{~ps}{~zs}', '11 à 15 Dommage{~ps}{~zs} Terre', '11 à 15 Dommage{~ps}{~zs} Feu', '11 à 15 Dommage{~ps}{~zs} Air', '7 à 10% Résistance Eau', '7 à 10 Fuite', '11 à 15 Résistance{~ps}{~zs} Critiques']"
Pelle de Katrepat,Pelle,200,"['Galet brasillant', 'Tourmaline', 'Moustache de Ush', 'Aile de Larve de Koutoulou', ""Pic d'Anerice"", 'Œil de Gouligane', 'Nez de Pipisteuse', 'Goulobule rouge']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/0', 'Intelligence de base > 499 etChance de base > 499']","['36 à 40 (dommages Eau)', '36 à 40 (dommages Feu)', '301 à 350 Vitalité', '41 à 60 Intelligence', '41 à 60 Chance', '31 à 40 Sagesse', '11 à 15 Prospection', '11 à 15 Dommage{~ps}{~zs} Feu', '11 à 15 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Air', '11 à 15 Esquive PA', '9 à 12 Soin{~ps}{~zs}', '1 Invocation{~ps}{~zs}', '3 à 4% Critique']"
Dagues d'Ilyzaelle,Dague,200,"['Ardonite', 'Galet brasillant', ""Œil d'Ougah"", 'Scapula du Comte Harebourg', 'Étoffe Mystérieuse', 'Œil de Feutôme', 'Brûlâme encapsulé', ""Plume d'Ilyzaelle""]","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/15 (+6)']","['9 à 12 (dommages Neutre)', '9 à 12 (dommages Terre)', '351 à 400 Vitalité', '51 à 70 Force', '31 à 40 Résistance{~ps}{~zs} Poussée', '31 à 50 Sagesse', '-20 Fuite', '11 à 15 Dommage{~ps}{~zs} Terre', '11 à 15 Dommage{~ps}{~zs} Neutre', '7 à 10% Résistance Feu', '5 à 7 Retrait PM', '11 à 15 Dommage{~ps}{~zs} Critiques', '3 à 4% Critique', '11 à 15 Prospection']"
Baguette Héroclite,Baguette,200,"['Galet brasillant', 'Ongle du Bworker', 'Tourmaline', 'Aile de Larve de Koutoulou', 'Chair de Zombruth', 'Protection de Funespadon', 'Queue de Bethel Akarna', 'Coquille de Submergé']","['PA :5 (1 utilisation par tour)', 'Portée :2 à 5', 'CC :1/0']","['55 à 60 (dommages Eau)', '301 à 350 Vitalité', '41 à 60 Chance', '16 à 25 Résistance{~ps}{~zs} Poussée', '31 à 40 Sagesse', '9 à 12 Tacle', '11 à 15 Dommage{~ps}{~zs} Eau', '7 à 10% Résistance Air', '9 à 12 Esquive PM', '11 à 15 Soin{~ps}{~zs}']"
Marteau Possédé,Marteau,200,"['Ardonite', 'Corne de Corruption', 'Verrou de Servitude', 'Substrat Astral', 'Scalp de Bwariok', ""Aile d'Eninferno"", 'Sceptre brisé de Kabahal', 'Appendice Démoniaque']","['PA :4 (2 utilisations par tour)', 'Portée :1', 'CC :1/20 (+4)']","['15 à 18 (dommages Neutre)', '15 à 18 (soins Feu)', '15 à 18 (soins Feu)', '15 à 18 (soins Feu)', '-300 Initiative', '351 à 400 Vitalité', '41 à 50 Intelligence', '41 à 50 Puissance', '11 à 15 Résistance{~ps}{~zs} Critiques', '41 à 60 Sagesse', '7 à 10 Prospection', '-6 Tacle', '5 à 7 Fuite', '9 à 12 Dommage{~ps}{~zs} Feu', '5 à 7% Résistance Neutre', '5 à 7% Résistance Feu', '16 à 20 Soin{~ps}{~zs}', '1 Invocation{~ps}{~zs}', '2 à 3% Critique']"
Hachoir de Ravageur,Hache,200,"['Pépite', 'Plume de Misère', 'Substrat Astral', 'Sceptre brisé de Kabahal', 'Langue de Diabélial', 'Tentacule de Démoloch', 'Pic de Ravageur', ""Masque cauchemardesque de l'Éternel Conflit"", 'Torque de Ravageur', 'Ceste de Ravageur', 'Hachoir de Ravageur']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+6)']","['301 à 350 Vitalité', '51 à 70 Agilité', '51 à 70 Chance', '31 à 40 Sagesse', '5 à 7 Fuite', '7 à 10 Dommage{~ps}{~zs} Air', '7 à 10 Dommage{~ps}{~zs} Eau', '16 à 25 Dommage{~ps}{~zs} Poussée', '5 à 7% Résistance Eau', '4 à 5% Résistance Air', '4 à 5% Résistance Feu', '7 à 10 Esquive PM', '3 à 4% Critique', '16 à 22 (dommages Eau)', '16 à 22 (dommages Air)', '4 à 6 (vol Eau)', '4 à 6 (vol Air)']"
Claymomore,Épée,200,"['Galet brasillant', 'Pépite', 'Rouge à lèvres de Belladone', 'Fleur des protecteurs', 'Poils de barbe de Marteau-Aigri', 'Cloche de Barbéryl Clochecuivre', 'Cire de Cire Momore', 'Cœur de Cire Momore', 'Claymomore', 'Chagrin de Cire', 'Âmes Hurlantes', 'Lourd Fardeau', 'Éternelle Poursuite', 'Triste Sceau']","['PA :6 (1 utilisation par tour)', 'Portée :1', 'CC :1/0']","['451 à 500 Vitalité', '41 à 50 Puissance', '31 à 40 Sagesse', '16 à 20 Résistance{~ps}{~zs} Poussée', '11 à 15 Tacle', '9 à 12 Dommage{~ps}{~zs} Terre', '9 à 12 Dommage{~ps}{~zs} Eau', '9 à 12 Dommage{~ps}{~zs} Air', '9 à 12 Dommage{~ps}{~zs} Feu', '2 à 3% Résistance Terre', '2 à 3% Résistance Neutre', '2 à 3% Résistance Feu', '2 à 3% Résistance Eau', '2 à 3% Résistance Air', '18 à 22 (dommages Terre)', '18 à 22 (dommages Feu)', '18 à 22 (dommages Eau)', '18 à 22 (dommages Air)', '11 à 15 Prospection']"
Potence d'Ephedrya,Hache,200,"['Ardonite', ""Pic d'Anerice"", 'Queue de Bethel Akarna', 'Substrat Astral', 'Mousse de Caméliache', ""Épine d'Armuguet"", 'Rouge à lèvres de Belladone', 'Fleur des protecteurs', 'Mur de Ronces', ""Potence d'Ephedrya"", ""Pilier d'Ephedrya"", 'Cruauté de Belladone', 'Amertume de Belladone', 'Tendresse de Belladone']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/0']","['451 à 500 Vitalité', '61 à 80 Puissance', '21 à 25 Résistance{~ps}{~zs} Critiques', '41 à 50 Sagesse', '-10% Critique', '7 à 10 Dommage{~ps}{~zs} Terre', '7 à 10 Dommage{~ps}{~zs} Feu', '7 à 10 Dommage{~ps}{~zs} Eau', '7 à 10 Dommage{~ps}{~zs} Air', '5 à 7% Résistance Eau', '5 à 7% Résistance Air', '-1 PA', '68 à 75 (dommages Neutre)']"
Pelle de Nidas,Pelle,200,[],[],[]
Plumeau Bil,Hache,200,[],[],[]
Arc de Koutoulou,Arc,200,"['Noyau de Protozorreur', 'Ambre gris', 'Dentier de Dantinéa', ""Tentacule de N'Yalg"", 'Flûte de Klûtiste', 'Pierre Angulaire', 'Aile de Larve de Koutoulou', 'Salikrone']","['PA :5 (1 utilisation par tour)', 'Portée :4 à 7', 'CC :1/5 (+5)', 'Chance de base > 400 etAgilité de base > 400']","['20 à 25 (vol Air)', '20 à 25 (vol Eau)', '301 à 350 Vitalité', '41 à 60 Agilité', '41 à 60 Chance', '31 à 50 Sagesse', '11 à 15 Prospection', '11 à 15 Dommage{~ps}{~zs} Air', '11 à 15 Dommage{~ps}{~zs} Eau', '5 à 7% Résistance Terre', '5 à 7% Résistance Feu', '11 à 15 Esquive PA', '2% Critique', '1 Portée']"
Manthache,Hache,200,"['Noyau de Protozorreur', 'Ambre gris', 'Bave de Mol Usk', 'Écaille de Gambaf', 'Parasite Aquatique', 'Poil de Meno', 'Aile de Larve de Koutoulou', 'Quisnoa']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/10 (+5)']","['30 à 35 (dommages Air)', '16 à 20 (vol Air)', '301 à 400 Vitalité', '61 à 80 Agilité', '21 à 30 Résistance{~ps}{~zs} Critiques', '31 à 40 Sagesse', '9 à 12 Fuite', '11 à 15 Dommage{~ps}{~zs} Air', '7 à 10% Résistance Eau', '7 à 10 Esquive PA']"
Dagoulinantes,Dague,200,"['Noyau de Protozorreur', 'Ambre gris', 'Encre de Poulpée', 'Moustache de Rilur', 'Peau de Trithon', 'Dentier de Dantinéa', 'Aile de Larve de Koutoulou', 'Patelle']","['PA :3 (2 utilisations par tour)', 'Portée :1', 'CC :1/20 (+10)']","['26 à 32 (dommages Eau)', '301 à 400 Vitalité', '61 à 80 Chance', '31 à 50 Sagesse', '16 à 20 Dommage{~ps}{~zs} Eau', '5 à 7% Résistance Neutre', '5 à 7% Résistance Feu', '7 à 10 Retrait PA', '4 à 6% Critique', '1 Portée']"
Marteau de Katrepat,Marteau,200,"['Galet brasillant', 'Poils de Kanigroula', 'Tourmaline', 'Dentier de Dantinéa', ""Pic d'Anerice"", 'Œil de Gouligane', 'Poils de Goultime', 'Goulobule rouge']","['PA :5 (1 utilisation par tour)', 'Portée :1', 'CC :1/5 (+8)', 'Intelligence de base > 349 etForce > 349 etAgilité de base > 349']","['18 à 21 (dommages Feu)', '18 à 21 (dommages Air)', '18 à 21 (dommages Terre)', '301 à 350 Vitalité', '31 à 50 Force', '31 à 50 Intelligence', '31 à 50 Agilité', '31 à 40 Sagesse', '9 à 12 Tacle', '11 à 15 Dommage{~ps}{~zs} Feu', '11 à 15 Dommage{~ps}{~zs} Air', '11 à 15 Dommage{~ps}{~zs} Terre', '11 à 15 Dommage{~ps}{~zs} Neutre', '7 à 10% Résistance Eau', '3 à 4% Critique', '1 Portée']"
